what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253033367578
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253037790343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253037790656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253054008796
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253054009718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134701625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134701953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134701968
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134702140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134705906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134705953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134708312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134711468
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134712671
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1253134713390
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1253134713546
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1253134713859
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1253134713968
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1253134714734
stopped,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1253134715093
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1253134715125
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1253134715125
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1253134715328
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1253134715609
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1253134715718
